0.1875	0.689521861	0.43017177	0.400793651	0.206521739	1.431798276
0.2375	0.765653248	0.436893204	0.408730159	0.52173913	0.568636236
0.23125	0.727083385	0.386109037	0.317460317	0.326086957	1.337242168
0.225	0.676994969	0.338312173	0.23015873	0.27173913	1.677780705
0.225	0.659984325	0.292755788	0.186507937	0.217391304	1.522878745
0.225	0.660960252	0.251680358	0.107142857	0.206521739	1.494850022
0.1625	0.682000043	0.43017177	0.400793651	0	1.337242168
0.91875	0.371315227	0.464525765	0.535714286	1	0.387216143
0.2	0.707848755	0.362957431	0.305555556	0.467391304	0.886056648
0.19375	0.687868025	0.315907394	0.214285714	0.293478261	1.494850022
0.925	0.563559245	0.398805078	0.412698413	1	-0.176091259
0.925	0.563559245	0.398805078	0.412698413	1	-0.079181246
0.25625	0.758789976	0.361463779	0.333333333	0.119565217	0.886056648
0.53125	0.629494433	0.333831217	0.317460317	1	0.744727495
0.40625	0.625732577	0.285287528	0.238095238	0.923913043	0.638272164
0.55625	0.681317715	0.288274832	0.23015873	0.369565217	0.721246399
0.55625	0.626546446	0.281553398	0.261904762	0.369565217	0.37675071
0.30625	0.661902084	0.176250934	0.412698413	1	-0.041392685
0.14375	0.700306101	0.351008215	0.313492063	0.206521739	1.602059991
0.31875	0.595106935	0.309932786	0.238095238	0.97826087	0.886056648
0.425	0.545800187	0.208364451	0	0.619565217	-0.079181246
0.19375	0.73672985	0.267363704	0.25	0.847826087	0.455931956
0.2375	0.723326791	0.339805825	0.313492063	1	0.455931956
0.1375	0.735764025	0.230022405	0.150793651	0.630434783	1
0.05625	0.719153265	0.330097087	0.333333333	0.815217391	2.080921908
0.09375	0.699415201	0.251680358	0.182539683	0.673913043	0.920818754
0.18125	0.790874563	0.270351008	0.261904762	0.847826087	0.244125144
0.05625	0.732968415	0.265123226	0.246031746	0.815217391	0.552841969
0.04375	0.694605228	0.181478715	0.047619048	0.510869565	1.13076828
0.1875	0.713580565	0.252427184	0.158730159	0.467391304	0.769551079
0	0.705456606	0.286034354	0.246031746	0.608695652	0.397940009
0.31875	0.794393753	0.202389843	0.103174603	0.532608696	0.207608311
0.35625	0.703432352	0.181478715	0.111111111	1	0.187086643
0.16875	0.689827877	0.307692308	0.246031746	0.206521739	0.585026652
0.875	0.630334821	0.242718447	0.523809524	0.152173913	-0.643452676
0.99375	0.588959666	0.42270351	0.416666667	0.489130435	-0.568201724
0.9125	0.837525871	0.568334578	0.444444444	1	-0.556302501
0.93125	0.868301154	0.56982823	0.424603175	1	-0.84509804
0.45625	0.745827	0.303958178	0.242063492	1	0.346787486
0.1875	0.866771492	0.368185213	0.988095238	0.206521739	0.30980392
0.1875	1	0.090365945	0.150793651	0.206521739	0.638272164
0.1875	0.847699341	0.224794623	0.051587302	0.206521739	0.958607315
0.1875	0.877184051	0.303958178	0.186507937	0.206521739	1.244125144
0.1875	0.994793931	0.182225541	0.075396825	0.206521739	0.468521083
0.1875	0.94096239	0.168782674	0.174603175	0.206521739	0.958607315
0.1875	0.909122154	0.109036594	0.03968254	0.206521739	0.366531544
0.1875	0.483885096	0.118745332	0.083333333	0.206521739	1.619788758
0.1875	0.9778841	1	0.773809524	0.206521739	1.283996656
0.1875	0.469686268	0.280059746	0.301587302	0.206521739	1.522878745
0.1875	0.187583055	0.205377147	0.805555556	0.206521739	1.455931956
0.1875	0	0.162808066	0.78968254	0.206521739	1.075720714
0.1875	0.295473019	0	0.206349206	0.206521739	1.318758763
0.1875	0.870611221	0.298730396	0.26984127	0.206521739	0.744727495
0.05625	0.218342763	0.120238984	0.698412698	0.815217391	1.30980392
0.05625	0.030744765	0.085138163	0.682539683	0.815217391	1.537602002
0.1875	0.815125633	0.243465273	0.555555556	0.206521739	0.091514981
1	0.601153813	0.668409261	0.73015873	1	-0.681241237
0.85	0.698015818	0.955190441	1	1	-0.041392685
