0.859637262	0.262443383	0.091530255	0.403555278	0.199452318	0.466611018	-0.551449998
0.851818102	0.280543712	0.116123108	0.309215656	0.207921631	0.46327212	-0.361727836
0.613980423	0.076923077	1	0.431623265	0.040793857	0.408180301	0.32330639
0.871072048	0.248869559	0.247556432	0.73553719	0.42041669	0.065943239	-1.639486489
1	0.475113234	0.172637809	0.515671293	1	0	-1.103803721
0.8556101	0.470588626	0.086318525	0.495244036	0.610411609	0.44490818	-0.836324116
0.884211764	0.352941232	0.169380477	0.369561828	0.836372876	0.03672788	-0.58546073
0.963079456	0.199095078	0.007930843	0.131295805	0.708373327	0.217863105	0.1123827
0.507951439	0.420815093	0.001222369	0.187431779	0.554231833	0.982470785	-2.604226053
0.492342514	0.538461538	0.000122531	0.357554966	0.467280221	0.217028381	-1.568201724
0.298950586	0.099548013	0.004070905	0.67144862	0.523064762	0.223706177	-3.299289334
0.331520621	0.099548013	0.004282632	0.675502885	0.523121224	0.223706177	-3.343802333
0.564272906	0.425339701	0.003158853	0	0.834622551	1	-2.424881637
0.5132426	0.416289537	0.007621397	0.277093404	0.544181582	0.215358932	-3.030194785
0.3631794	0.782805541	0.006807064	0.418836738	0.400683191	0.217028381	-1.716003344
0.337811223	0.33936646	0.00000016	0.730547326	0.072525549	0.210350584	-2.556302501
0.342514477	0.380090777	0.0000851	0.584437861	0.138670883	0.184474124	-2.747411808
0.433404862	0.488688006	0.000375463	0.283954467	0.467449608	0.216193656	-2.247973266
0.624915488	0.511311994	0.007295664	0.358958366	0.52029812	0.216193656	-2.285557309
0.560539698	0.529412323	0.01301228	0.31420552	0.477161086	0.217028381	-1.633468456
0.46147741	0.461538462	0.005846151	0.113051614	0.071819773	0.21869783	-2.139879086
0.448278903	0.633483996	0.044624682	0.258069546	0.428039072	0.219532554	-1.113943352
0.505394045	0.538461538	0.026057893	0.273039139	0.470526791	0.217863105	-0.819543936
0.387871484	0.950226467	0.000037	0.839700608	0.026593642	0.150250417	-1.612783857
0.582439225	0.520362158	0.009087196	0.404023078	0.482750833	0.217028381	-1.763427994
0.516858226	0.538461538	0.051302212	0.232808358	0.460674157	0.217028381	-1.62324929
0.545195332	0.438914473	0.015748439	0.106346484	0.467957766	0.217863105	-1.707570176
0.875158	0.384615385	0.005895011	0.004522065	0.476427079	0.216193656	-1.748188027
0.425174167	0.529412323	0.000121391	0.261967878	0.462198634	0.214524207	-1.851258349
0.499720744	0.570135691	0.009201202	0.689536878	0.087996161	0.213689482	-1.342422681
0.545254123	0.493212614	0.013093714	0.435053797	0.445429394	0.217028381	-1.462397998
0.160998266	0.615384615	0.053582344	0.174333385	0.448421885	0.208681135	-1.602059991
0.373056233	0.877827999	0.153256686	0.493216903	0.450172209	0.182804674	-1.447158031
0.406537523	0.950226467	0.188924466	0.526430688	0.509767941	0.125208681	-1.361727836
0.422264029	0.542987095	0.00170934	0.273506939	0.467139066	0.201168614	-1.041392685
0.42364561	0.909503099	0.000580675	0.454857321	0.459798995	0.180300501	-0.447158031
0.459125783	0.846153846	0.000246798	0.526586621	0.520947434	0.121869783	-1.653212514
0.463123549	0.570135691	0.001004128	0.51364416	0.120236012	0.763772955	-2.372912003
0.269996179	0.49773817	0.0000232	0.387026353	0.013748518	0.489983306	-1.255272505
0.409976778	0.552036311	0.000523671	0.423514736	0.134238609	0.76293823	-2.58546073
0.400834828	0.552036311	0.000640935	0.630282239	0.128648862	0.765442404	-3.030194785
0.312060907	0.542987095	0.0000167	0.331670045	0	0.230383973	-2.957607287
0.210500015	0.262443383	0.382735688	0.611414315	0	0.325542571	-1.716003344
0.466856757	0.506787386	0.099999317	0.496335568	0.277539382	0.595158598	-2.943494516
0.20447397	0.64253416	0.000883607	0.43614533	0.629100559	0.548414023	-1.633468456
