0.315842908	1	0.580476731	0	0.74535316	0.98019802	0.928618638	-2.97183228
0.294588033	0.721311475	0.384562997	0.176087339	0.607806691	0.613861386	0.362855254	-2.451172158
0.291690237	0.5	0.562996595	0.352174679	0.49070632	0.415841584	0.051949769	-1.561339941
0.283526957	0.327868852	0.381157775	0.528262018	0.3866171	0.277227723	0.013483146	-2.294686624
0.680118534	0.270491803	0.889897843	0.536362036	0.734200743	0.425742574	0.085525446	-1.602819342
0.821428705	0.631147541	0.813166856	0.184187357	1	1	1	-2.286905353
0.910720909	0.43442623	0.59046538	0.360274696	0.858736059	0.504950495	0.402511566	-2.492061605
0.759334949	0.159836066	0.685130533	0.712449375	0.626394052	0.306930693	0.00988764	-2.236537261
0.211893139	0.319672131	0.81816118	0.536362036	0.734200743	0.376237624	0.077329808	-1.927575655
0.222287367	0.195901639	0.657661748	0.712449375	0.626394052	0.227722772	0.009094514	-2.094296397
0.156848127	0.393442623	0.726447219	0.538475084	0.734200743	0.613861386	0.084996695	-1.518118947
0.269864045	0.352459016	0.473552781	0.387251277	0.49070632	0.217821782	0.04957039	-1.779884963
0.286542763	0.090983607	0.481725312	0.666525797	0.49070632	0.207920792	0.050627892	-1.2955671
0.407849337	0	0.132576617	0.842613136	0.3866171	0.099009901	0.007904825	-2.258158193
0.164241534	0.186885246	0.701929625	0.666525797	0.49070632	0.237623762	0.053536021	-1.780389328
0.511741038	0.254098361	0.524404086	0.520373305	0.49070632	0.306930693	0.056444151	-1.496652939
0.141400083	0.336065574	0.596594779	0.520373305	0.49070632	0.386138614	0.035558493	-1.773347542
0	0.401639344	0.730079455	0.522486353	0.49070632	0.396039604	0.056708526	-1.514946005
0.513681643	0.56557377	0.462202043	0.32072548	0.49070632	0.524752475	0.365499009	-2.484584529
0.433345072	0.37704918	0.689443814	0.496812819	0.3866171	0.396039604	0.077329808	-1.647480773
0.305673461	0.426229508	0.567763905	0.496812819	0.3866171	0.514851485	0.050892267	-1.72932681
0.187036156	0.442622951	0.605902384	0.49889065	0.3866171	0.386138614	0.137343027	-2.061829307
0.369432467	0.113114754	0.544835414	0.608416975	0.3866171	0.02970297	0.028420357	-1.631646663
0.557043686	0.023770492	0	0.784504314	0.295539033	0	0	-2.150909874
0.338380906	0.450819672	0.770942111	0.639725304	0.078066914	0.485148515	0.078651685	-1.821775467
0.349417631	0.327868852	0.494665153	0.674801902	0.078066914	0.396039604	0.059616656	-1.814713613
0.817536255	0.229508197	0.60476731	0.80792393	0.078066914	0.415841584	0.059087905	-2.332842267
0.30830714	0.270491803	0.708740068	0.80792393	0.078066914	0.455445545	0.039259749	-1.469822016
0.333583714	0.360655738	0.872190692	0.810036978	0.078066914	0.554455446	0.04666226	-1.805568818
1	0.450819672	0.749602724	0.647825321	0.455390335	0.772277228	0.265036352	-2.610234175
0.910702177	0.254098361	1	0.823912661	0.355018587	0.534653465	0.078122935	-1.980775774
0.986402649	0.159836066	0.7446084	1	0.267657993	0.465346535	0.005974884	-2.494711025
0.335411929	0.270491803	0.998410897	0.823912661	0.355018587	0.435643564	0.07838731	-1.859138297
0.45522184	0.155737705	0.72077185	1	0.267657993	0.386138614	0.013906147	-1.831165634
0.09600003	0.344262295	0.894665153	0.826025709	0.355018587	0.821782178	0.121216127	-1.81756537
0.580212942	0.344262295	0.852894438	0.784363444	0	0.504950495	0.076536682	-1.909556029
0.371440506	0.360655738	0.777979569	0.784363444	0	0.465346535	0.076272307	-1.824256038
0.224301026	0.096721311	0.361634506	0.8959676	0	0.178217822	0.044547257	-2.011570444
